comparison_label,pre_brexit_sp_magnitude,post_brexit_sp_magnitude,sp_magnitude_difference,pre_brexit_sp_significance,post_brexit_sp_significance,sp_gained_significance,sp_lost_significance,sp_both_significant,sp_neither_significant
Nigeria_vs_Myanmar (country) [Disclosure: Ethnic violence...],-0.0416666666666666,-0.1666666666666666,-0.125,False,False,False,False,False,True
Ukraine_vs_Nigeria (country) [Disclosure: Ethnic violence...],-0.0555555555555555,0.0972222222222222,0.15277777777777768,False,False,False,False,False,True
Syria_vs_China (country) [Disclosure: Ethnic violence...],-0.0138888888888889,0.1111111111111111,0.125,False,False,False,False,False,True
Syria_vs_Ukraine (country) [Disclosure: Ethnic violence...],0.0138888888888888,0.0555555555555555,0.0416666666666667,False,False,False,False,False,True
China_vs_Myanmar (country) [Disclosure: Ethnic violence...],-0.0694444444444444,-0.125,-0.055555555555555594,False,False,False,False,False,True
Myanmar_vs_Ukraine (country) [Disclosure: Ethnic violence...],0.0972222222222222,0.0694444444444444,-0.02777777777777779,False,False,False,False,False,True
China_vs_Ukraine (country) [Disclosure: Ethnic violence...],0.0277777777777777,-0.0555555555555555,-0.0833333333333332,False,False,False,False,False,True
Nigeria_vs_Pakistan (country) [Disclosure: Ethnic violence...],0.1805555555555555,-0.0277777777777777,-0.2083333333333332,False,False,False,False,False,True
Myanmar_vs_Pakistan (country) [Disclosure: Ethnic violence...],0.2222222222222222,0.1388888888888888,-0.0833333333333334,False,False,False,False,False,True
Pakistan_vs_China (country) [Disclosure: Ethnic violence...],-0.1527777777777778,-0.0138888888888888,0.13888888888888898,False,False,False,False,False,True
Pakistan_vs_Ukraine (country) [Disclosure: Ethnic violence...],-0.125,-0.0694444444444444,0.055555555555555594,False,False,False,False,False,True
Syria_vs_Pakistan (country) [Disclosure: Ethnic violence...],0.1388888888888888,0.125,-0.013888888888888812,False,False,False,False,False,True
Syria_vs_Nigeria (country) [Disclosure: Ethnic violence...],-0.0416666666666667,0.1527777777777778,0.19444444444444448,False,False,False,False,False,True
China_vs_Nigeria (country) [Disclosure: Ethnic violence...],-0.0277777777777777,0.0416666666666666,0.06944444444444431,False,False,False,False,False,True
Syria_vs_Myanmar (country) [Disclosure: Persecution for...],-0.0555555555555554,-0.0694444444444445,-0.013888888888889103,False,False,False,False,False,True
Nigeria_vs_Myanmar (country) [Disclosure: Persecution for...],0.0277777777777777,-0.0555555555555555,-0.0833333333333332,False,False,False,False,False,True
Ukraine_vs_Nigeria (country) [Disclosure: Persecution for...],-0.1527777777777778,0.0,0.1527777777777778,False,False,False,False,False,True
Syria_vs_China (country) [Disclosure: Persecution for...],0.0416666666666667,-0.0694444444444445,-0.1111111111111112,False,False,False,False,False,True
Syria_vs_Ukraine (country) [Disclosure: Persecution for...],0.0694444444444445,-0.0138888888888889,-0.0833333333333334,False,False,False,False,False,True
China_vs_Myanmar (country) [Disclosure: Persecution for...],-0.0972222222222222,0.0,0.0972222222222222,False,False,False,False,False,True
Myanmar_vs_Ukraine (country) [Disclosure: Persecution for...],0.125,0.0555555555555555,-0.0694444444444445,False,False,False,False,False,True
China_vs_Ukraine (country) [Disclosure: Persecution for...],0.0277777777777777,0.0555555555555555,0.027777777777777797,False,False,False,False,False,True
Nigeria_vs_Pakistan (country) [Disclosure: Persecution for...],0.0972222222222222,0.0833333333333333,-0.013888888888888895,False,False,False,False,False,True
Myanmar_vs_Pakistan (country) [Disclosure: Persecution for...],0.0694444444444444,0.1388888888888889,0.06944444444444449,False,False,False,False,False,True
Pakistan_vs_China (country) [Disclosure: Persecution for...],0.0277777777777777,-0.1388888888888889,-0.1666666666666666,False,False,False,False,False,True
Pakistan_vs_Ukraine (country) [Disclosure: Persecution for...],0.0555555555555555,-0.0833333333333333,-0.13888888888888878,False,False,False,False,False,True
Syria_vs_Pakistan (country) [Disclosure: Persecution for...],0.0138888888888889,0.0694444444444444,0.055555555555555504,False,False,False,False,False,True
Syria_vs_Nigeria (country) [Disclosure: Persecution for...],-0.0833333333333332,-0.0138888888888889,0.06944444444444431,False,False,False,False,False,True
China_vs_Nigeria (country) [Disclosure: Persecution for...],-0.125,0.0555555555555555,0.1805555555555555,False,False,False,False,False,True
Syria_vs_Myanmar (country) [Contradiction: Dates of per...],-0.0277777777777777,0.0,0.0277777777777777,False,False,False,False,False,True
Nigeria_vs_Myanmar (country) [Contradiction: Dates of per...],0.1666666666666666,0.0555555555555555,-0.1111111111111111,False,False,False,False,False,True
Ukraine_vs_Nigeria (country) [Contradiction: Dates of per...],-0.2083333333333333,0.0555555555555555,0.2638888888888888,False,False,False,False,False,True
Syria_vs_China (country) [Contradiction: Dates of per...],-0.0138888888888888,-0.1388888888888889,-0.12500000000000008,False,False,False,False,False,True
Syria_vs_Ukraine (country) [Contradiction: Dates of per...],0.0138888888888888,-0.1111111111111111,-0.1249999999999999,False,False,False,False,False,True
China_vs_Myanmar (country) [Contradiction: Dates of per...],-0.0138888888888888,0.1388888888888889,0.1527777777777777,False,False,False,False,False,True
Myanmar_vs_Ukraine (country) [Contradiction: Dates of per...],0.0416666666666666,-0.1111111111111111,-0.1527777777777777,False,False,False,False,False,True
China_vs_Ukraine (country) [Contradiction: Dates of per...],0.0277777777777777,0.0277777777777777,0.0,False,False,False,False,False,True
Nigeria_vs_Pakistan (country) [Contradiction: Dates of per...],0.2361111111111111,0.1111111111111111,-0.125,True,False,False,True,False,False
Myanmar_vs_Pakistan (country) [Contradiction: Dates of per...],0.0694444444444444,0.0555555555555555,-0.013888888888888909,False,False,False,False,False,True
Pakistan_vs_China (country) [Contradiction: Dates of per...],-0.0555555555555555,-0.1944444444444444,-0.1388888888888889,False,False,False,False,False,True
Pakistan_vs_Ukraine (country) [Contradiction: Dates of per...],-0.0277777777777777,-0.1666666666666666,-0.1388888888888889,False,False,False,False,False,True
Syria_vs_Pakistan (country) [Contradiction: Dates of per...],0.0416666666666666,0.0555555555555555,0.013888888888888895,False,False,False,False,False,True
Syria_vs_Nigeria (country) [Contradiction: Dates of per...],-0.1944444444444444,-0.0555555555555555,0.1388888888888889,False,False,False,False,False,True
China_vs_Nigeria (country) [Contradiction: Dates of per...],-0.1805555555555555,0.0833333333333333,0.2638888888888888,False,False,False,False,False,True
Syria_vs_Myanmar (country) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
Nigeria_vs_Myanmar (country) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
Ukraine_vs_Nigeria (country) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
Syria_vs_China (country) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
Syria_vs_Ukraine (country) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
China_vs_Myanmar (country) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
Myanmar_vs_Ukraine (country) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
China_vs_Ukraine (country) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
Nigeria_vs_Pakistan (country) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
Myanmar_vs_Pakistan (country) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
Pakistan_vs_China (country) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
Pakistan_vs_Ukraine (country) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
Syria_vs_Pakistan (country) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
Syria_vs_Nigeria (country) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
China_vs_Nigeria (country) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
Syria_vs_Myanmar (country) [Contradiction: Location of ...],-0.0277777777777777,-0.0555555555555555,-0.027777777777777797,False,False,False,False,False,True
Nigeria_vs_Myanmar (country) [Contradiction: Location of ...],-0.0277777777777777,-0.0694444444444444,-0.041666666666666706,False,False,False,False,False,True
Ukraine_vs_Nigeria (country) [Contradiction: Location of ...],0.0416666666666666,0.1805555555555555,0.1388888888888889,False,False,False,False,False,True
Syria_vs_China (country) [Contradiction: Location of ...],-0.0138888888888888,0.0138888888888888,0.0277777777777776,False,False,False,False,False,True
Syria_vs_Ukraine (country) [Contradiction: Location of ...],-0.0416666666666666,-0.1666666666666666,-0.125,False,False,False,False,False,True
China_vs_Myanmar (country) [Contradiction: Location of ...],-0.0138888888888888,-0.0694444444444444,-0.05555555555555561,False,False,False,False,False,True
Myanmar_vs_Ukraine (country) [Contradiction: Location of ...],-0.0138888888888888,-0.1111111111111111,-0.09722222222222231,False,False,False,False,False,True
China_vs_Ukraine (country) [Contradiction: Location of ...],-0.0277777777777777,-0.1805555555555555,-0.1527777777777778,False,False,False,False,False,True
Nigeria_vs_Pakistan (country) [Contradiction: Location of ...],0.0138888888888888,0.0,-0.0138888888888888,False,False,False,False,False,True
Myanmar_vs_Pakistan (country) [Contradiction: Location of ...],0.0416666666666666,0.0694444444444444,0.027777777777777804,False,False,False,False,False,True
Pakistan_vs_China (country) [Contradiction: Location of ...],-0.0277777777777777,0.0,0.0277777777777777,False,False,False,False,False,True
Pakistan_vs_Ukraine (country) [Contradiction: Location of ...],-0.0555555555555555,-0.1805555555555555,-0.125,False,False,False,False,False,True
Syria_vs_Pakistan (country) [Contradiction: Location of ...],0.0138888888888888,0.0138888888888888,0.0,False,False,False,False,False,True
Syria_vs_Nigeria (country) [Contradiction: Location of ...],0.0,0.0138888888888888,0.0138888888888888,False,False,False,False,False,True
China_vs_Nigeria (country) [Contradiction: Location of ...],0.0138888888888888,0.0,-0.0138888888888888,False,False,False,False,False,True
Syria_vs_Myanmar (country) [Contradiction: Family invol...],-0.2083333333333333,-0.2361111111111111,-0.027777777777777818,False,True,True,False,False,False
Nigeria_vs_Myanmar (country) [Contradiction: Family invol...],-0.2083333333333333,-0.0416666666666666,0.16666666666666669,False,False,False,False,False,True
Ukraine_vs_Nigeria (country) [Contradiction: Family invol...],0.0277777777777777,0.0833333333333333,0.0555555555555556,False,False,False,False,False,True
Syria_vs_China (country) [Contradiction: Family invol...],-0.0555555555555555,-0.25,-0.1944444444444445,False,True,True,False,False,False
Syria_vs_Ukraine (country) [Contradiction: Family invol...],-0.0277777777777777,-0.2777777777777778,-0.2500000000000001,False,True,True,False,False,False
China_vs_Myanmar (country) [Contradiction: Family invol...],-0.1527777777777778,0.0138888888888888,0.1666666666666666,False,False,False,False,False,True
Myanmar_vs_Ukraine (country) [Contradiction: Family invol...],0.1805555555555555,-0.0416666666666666,-0.2222222222222221,False,False,False,False,False,True
China_vs_Ukraine (country) [Contradiction: Family invol...],0.0277777777777777,-0.0277777777777777,-0.0555555555555554,False,False,False,False,False,True
Nigeria_vs_Pakistan (country) [Contradiction: Family invol...],-0.0277777777777777,0.0694444444444444,0.0972222222222221,False,False,False,False,False,True
Myanmar_vs_Pakistan (country) [Contradiction: Family invol...],0.1805555555555555,0.1111111111111111,-0.06944444444444439,False,False,False,False,False,True
Pakistan_vs_China (country) [Contradiction: Family invol...],-0.0277777777777777,-0.125,-0.0972222222222223,False,False,False,False,False,True
Pakistan_vs_Ukraine (country) [Contradiction: Family invol...],0.0,-0.1527777777777777,-0.1527777777777777,False,False,False,False,False,True
Syria_vs_Pakistan (country) [Contradiction: Family invol...],-0.0277777777777777,-0.125,-0.0972222222222223,False,False,False,False,False,True
Syria_vs_Nigeria (country) [Contradiction: Family invol...],0.0,-0.1944444444444444,-0.1944444444444444,False,False,False,False,False,True
China_vs_Nigeria (country) [Contradiction: Family invol...],0.0555555555555555,0.0555555555555555,0.0,False,False,False,False,False,True
Syria_vs_Myanmar (country) [Contradiction: Sequence of ...],-0.0555555555555555,-0.1388888888888889,-0.0833333333333334,False,False,False,False,False,True
Nigeria_vs_Myanmar (country) [Contradiction: Sequence of ...],0.0138888888888888,-0.125,-0.1388888888888888,False,False,False,False,False,True
Ukraine_vs_Nigeria (country) [Contradiction: Sequence of ...],-0.1111111111111111,0.0694444444444444,0.18055555555555552,False,False,False,False,False,True
Syria_vs_China (country) [Contradiction: Sequence of ...],0.0416666666666666,-0.0277777777777777,-0.06944444444444431,False,False,False,False,False,True
Syria_vs_Ukraine (country) [Contradiction: Sequence of ...],0.0416666666666666,-0.0833333333333333,-0.1249999999999999,False,False,False,False,False,True
China_vs_Myanmar (country) [Contradiction: Sequence of ...],-0.0972222222222222,-0.1111111111111111,-0.013888888888888909,False,False,False,False,False,True
Myanmar_vs_Ukraine (country) [Contradiction: Sequence of ...],0.0972222222222222,0.0555555555555555,-0.0416666666666667,False,False,False,False,False,True
China_vs_Ukraine (country) [Contradiction: Sequence of ...],0.0,-0.0555555555555555,-0.0555555555555555,False,False,False,False,False,True
Nigeria_vs_Pakistan (country) [Contradiction: Sequence of ...],0.1388888888888889,0.0416666666666666,-0.0972222222222223,False,False,False,False,False,True
Myanmar_vs_Pakistan (country) [Contradiction: Sequence of ...],0.125,0.1666666666666666,0.0416666666666666,False,False,False,False,False,True
Pakistan_vs_China (country) [Contradiction: Sequence of ...],-0.0277777777777777,-0.0555555555555555,-0.027777777777777797,False,False,False,False,False,True
Pakistan_vs_Ukraine (country) [Contradiction: Sequence of ...],-0.0277777777777777,-0.1111111111111111,-0.0833333333333334,False,False,False,False,False,True
Syria_vs_Pakistan (country) [Contradiction: Sequence of ...],0.0694444444444444,0.0277777777777777,-0.041666666666666706,False,False,False,False,False,True
Syria_vs_Nigeria (country) [Contradiction: Sequence of ...],-0.0694444444444444,-0.0138888888888888,0.05555555555555561,False,False,False,False,False,True
China_vs_Nigeria (country) [Contradiction: Sequence of ...],-0.1111111111111111,0.0138888888888888,0.1249999999999999,False,False,False,False,False,True
25_vs_12 (age) [Asylum seeker circumstances],-0.0833333333333333,-0.298611111111111,-0.21527777777777768,False,True,True,False,False,False
12_vs_40 (age) [Asylum seeker circumstances],0.125,0.2847222222222222,0.1597222222222222,False,True,True,False,False,False
40_vs_70 (age) [Asylum seeker circumstances],-0.0902777777777777,-0.0833333333333333,0.006944444444444406,False,False,False,False,False,True
12_vs_70 (age) [Asylum seeker circumstances],0.0347222222222222,0.2013888888888888,0.1666666666666666,False,True,True,False,False,False
70_vs_25 (age) [Asylum seeker circumstances],0.0486111111111111,0.0972222222222222,0.0486111111111111,False,False,False,False,False,True
40_vs_25 (age) [Asylum seeker circumstances],-0.0416666666666666,0.0138888888888888,0.0555555555555554,False,False,False,False,False,True
25_vs_12 (age) [Nature of persecution],0.0129629629629629,0.0981481481481481,0.0851851851851852,False,True,True,False,False,False
12_vs_40 (age) [Nature of persecution],0.0157407407407407,-0.0824074074074073,-0.09814814814814801,False,True,True,False,False,False
40_vs_70 (age) [Nature of persecution],-0.0231481481481481,0.037037037037037,0.0601851851851851,False,False,False,False,False,True
12_vs_70 (age) [Nature of persecution],-0.0074074074074074,-0.0453703703703702,-0.0379629629629628,False,False,False,False,False,True
70_vs_25 (age) [Nature of persecution],-0.0055555555555555,-0.0527777777777778,-0.0472222222222223,False,True,True,False,False,False
40_vs_25 (age) [Nature of persecution],-0.0287037037037036,-0.0157407407407407,0.012962962962962898,False,False,False,False,False,True
25_vs_12 (age) [Non-Refoulement - Intercept...],-0.0277777777777777,-0.0208333333333333,0.006944444444444399,False,False,False,False,False,True
12_vs_40 (age) [Non-Refoulement - Intercept...],0.0208333333333333,0.0416666666666667,0.020833333333333398,False,False,False,False,False,True
40_vs_70 (age) [Non-Refoulement - Intercept...],-0.0208333333333333,-0.0555555555555555,-0.034722222222222196,False,False,False,False,False,True
12_vs_70 (age) [Non-Refoulement - Intercept...],0.0,-0.0138888888888888,-0.0138888888888888,False,False,False,False,False,True
70_vs_25 (age) [Non-Refoulement - Intercept...],0.0277777777777777,0.0347222222222222,0.006944444444444503,False,False,False,False,False,True
40_vs_25 (age) [Non-Refoulement - Intercept...],0.0069444444444444,-0.0208333333333333,-0.0277777777777777,False,False,False,False,False,True
25_vs_12 (age) [Activist Persecution Ground],-0.0231481481481481,-0.1458333333333333,-0.12268518518518519,False,True,True,False,False,False
12_vs_40 (age) [Activist Persecution Ground],0.0439814814814814,0.1527777777777778,0.10879629629629639,False,True,True,False,False,False
40_vs_70 (age) [Activist Persecution Ground],0.0717592592592593,0.099537037037037,0.027777777777777693,False,False,False,False,False,True
12_vs_70 (age) [Activist Persecution Ground],0.1157407407407407,0.2523148148148148,0.13657407407407413,False,True,True,False,False,False
70_vs_25 (age) [Activist Persecution Ground],-0.0925925925925925,-0.1064814814814814,-0.013888888888888895,False,False,False,False,False,True
40_vs_25 (age) [Activist Persecution Ground],-0.0208333333333332,-0.0069444444444444,0.013888888888888801,False,False,False,False,False,True
25_vs_12 (age) [3rd safe country - Country ...],-0.0763888888888888,-0.2083333333333332,-0.13194444444444442,False,True,True,False,False,False
12_vs_40 (age) [3rd safe country - Country ...],0.1458333333333333,0.3333333333333332,0.18749999999999992,True,True,False,False,True,False
40_vs_70 (age) [3rd safe country - Country ...],-0.1180555555555555,-0.048611111111111,0.0694444444444445,False,False,False,False,False,True
12_vs_70 (age) [3rd safe country - Country ...],0.0277777777777777,0.2847222222222222,0.25694444444444453,False,True,True,False,False,False
70_vs_25 (age) [3rd safe country - Country ...],0.048611111111111,-0.0763888888888889,-0.12499999999999989,False,False,False,False,False,True
40_vs_25 (age) [3rd safe country - Country ...],-0.0694444444444445,-0.125,-0.0555555555555555,False,False,False,False,False,True
25_vs_12 (age) [Firm settlement],-0.1934156378600823,0.0,0.1934156378600823,True,False,False,True,False,False
12_vs_40 (age) [Firm settlement],0.2510288065843621,0.0,-0.2510288065843621,True,False,False,True,False,False
40_vs_70 (age) [Firm settlement],-0.0421810699588477,0.0,0.0421810699588477,False,False,False,False,False,True
12_vs_70 (age) [Firm settlement],0.2088477366255143,0.0,-0.2088477366255143,True,False,False,True,False,False
70_vs_25 (age) [Firm settlement],-0.015432098765432,0.0,0.015432098765432,False,False,False,False,False,True
40_vs_25 (age) [Firm settlement],-0.0576131687242797,0.0,0.0576131687242797,False,False,False,False,False,True
25_vs_12 (age) [Assimilation Potential],-0.0444444444444444,0.0092592592592591,0.0537037037037035,False,False,False,False,False,True
12_vs_40 (age) [Assimilation Potential],0.0611111111111111,0.0055555555555555,-0.0555555555555556,True,False,False,True,False,False
40_vs_70 (age) [Assimilation Potential],-0.0537037037037037,-0.0574074074074073,-0.003703703703703605,True,True,False,False,True,False
12_vs_70 (age) [Assimilation Potential],0.0074074074074074,-0.0518518518518518,-0.0592592592592592,False,True,True,False,False,False
70_vs_25 (age) [Assimilation Potential],0.0370370370370369,0.0425925925925926,0.005555555555555695,False,False,False,False,False,True
40_vs_25 (age) [Assimilation Potential],-0.0166666666666667,-0.0148148148148147,0.001851851851852002,False,False,False,False,False,True
25_vs_32 (age) [Financial stability],-0.0092592592592591,0.0092592592592593,0.0185185185185184,False,False,False,False,False,True
32_vs_40 (age) [Financial stability],-0.0277777777777777,0.0185185185185184,0.0462962962962961,False,False,False,False,False,True
25_vs_18 (age) [Financial stability],-0.0277777777777776,-0.0555555555555555,-0.027777777777777898,False,False,False,False,False,True
18_vs_40 (age) [Financial stability],-0.0092592592592593,0.0833333333333333,0.0925925925925926,False,False,False,False,False,True
40_vs_25 (age) [Financial stability],0.0370370370370369,-0.0277777777777777,-0.0648148148148146,False,False,False,False,False,True
32_vs_18 (age) [Financial stability],-0.0185185185185184,-0.0648148148148148,-0.0462962962962964,False,False,False,False,False,True
25_vs_32 (age) [Intentions regarding work i...],0.0231481481481481,0.0393518518518518,0.0162037037037037,False,False,False,False,False,True
32_vs_40 (age) [Intentions regarding work i...],0.0231481481481481,-0.0208333333333333,-0.0439814814814814,False,False,False,False,False,True
25_vs_18 (age) [Intentions regarding work i...],0.0439814814814815,0.0138888888888888,-0.030092592592592705,False,False,False,False,False,True
18_vs_40 (age) [Intentions regarding work i...],0.0023148148148147,0.0046296296296296,0.0023148148148148997,False,False,False,False,False,True
40_vs_25 (age) [Intentions regarding work i...],-0.0462962962962962,-0.0185185185185184,0.027777777777777797,False,False,False,False,False,True
32_vs_18 (age) [Intentions regarding work i...],0.0208333333333333,-0.025462962962963,-0.0462962962962963,False,False,False,False,False,True
25_vs_32 (age) [Intentions regarding educat...],0.0578703703703704,0.0,-0.0578703703703704,False,False,False,False,False,True
32_vs_40 (age) [Intentions regarding educat...],0.0162037037037036,-0.0069444444444444,-0.023148148148147998,False,False,False,False,False,True
25_vs_18 (age) [Intentions regarding educat...],0.1226851851851852,-0.0069444444444444,-0.1296296296296296,True,False,False,True,False,False
18_vs_40 (age) [Intentions regarding educat...],-0.0486111111111111,0.0,0.0486111111111111,False,False,False,False,False,True
40_vs_25 (age) [Intentions regarding educat...],-0.074074074074074,0.0069444444444444,0.0810185185185184,False,False,False,False,False,True
32_vs_18 (age) [Intentions regarding educat...],0.0648148148148147,-0.0069444444444444,-0.0717592592592591,False,False,False,False,False,True
25_vs_12 (age) [PSG (particular social group)],0.0133744855967078,0.0030864197530864,-0.0102880658436214,False,False,False,False,False,True
12_vs_40 (age) [PSG (particular social group)],-0.0092592592592593,-0.0020576131687243,0.007201646090535,False,False,False,False,False,True
40_vs_70 (age) [PSG (particular social group)],0.0010288065843622,-0.0041152263374485,-0.0051440329218107005,False,False,False,False,False,True
12_vs_70 (age) [PSG (particular social group)],-0.008230452674897,-0.0061728395061728,0.0020576131687242,False,False,False,False,False,True
70_vs_25 (age) [PSG (particular social group)],-0.0051440329218107,0.0030864197530864,0.0082304526748971,False,False,False,False,False,True
40_vs_25 (age) [PSG (particular social group)],-0.0041152263374485,-0.0010288065843621,0.0030864197530864,False,False,False,False,False,True
25_vs_12 (age) [Disclosure: Political perse...],-0.4444444444444445,-0.1759259259259259,0.2685185185185186,True,False,False,True,False,False
12_vs_40 (age) [Disclosure: Political perse...],0.4537037037037037,0.074074074074074,-0.3796296296296297,True,False,False,True,False,False
40_vs_70 (age) [Disclosure: Political perse...],-0.1574074074074074,-0.074074074074074,0.08333333333333341,False,False,False,False,False,True
12_vs_70 (age) [Disclosure: Political perse...],0.2962962962962963,0.0,-0.2962962962962963,True,False,False,True,False,False
70_vs_25 (age) [Disclosure: Political perse...],0.1481481481481482,0.1759259259259259,0.027777777777777707,False,False,False,False,False,True
40_vs_25 (age) [Disclosure: Political perse...],-0.0092592592592592,0.1018518518518518,0.11111111111111101,False,False,False,False,False,True
25_vs_12 (age) [Disclosure: Religious perse...],-0.0462962962962962,-0.2407407407407408,-0.19444444444444461,False,True,True,False,False,False
12_vs_40 (age) [Disclosure: Religious perse...],0.0462962962962962,0.3518518518518518,0.3055555555555556,False,True,True,False,False,False
40_vs_70 (age) [Disclosure: Religious perse...],-0.0370370370370369,-0.0185185185185184,0.018518518518518504,False,False,False,False,False,True
12_vs_70 (age) [Disclosure: Religious perse...],0.0092592592592593,0.3333333333333333,0.324074074074074,False,True,True,False,False,False
70_vs_25 (age) [Disclosure: Religious perse...],0.0370370370370369,-0.0925925925925925,-0.1296296296296294,False,False,False,False,False,True
40_vs_25 (age) [Disclosure: Religious perse...],0.0,-0.111111111111111,-0.111111111111111,False,False,False,False,False,True
25_vs_12 (age) [Disclosure: Domestic violen...],-0.25,0.0,0.25,True,False,False,True,False,False
12_vs_40 (age) [Disclosure: Domestic violen...],0.2314814814814815,0.0370370370370369,-0.19444444444444461,False,False,False,False,False,True
40_vs_70 (age) [Disclosure: Domestic violen...],-0.212962962962963,-0.0370370370370369,0.1759259259259261,False,False,False,False,False,True
12_vs_70 (age) [Disclosure: Domestic violen...],0.0185185185185184,0.0,-0.0185185185185184,False,False,False,False,False,True
70_vs_25 (age) [Disclosure: Domestic violen...],0.2314814814814815,0.0,-0.2314814814814815,False,False,False,False,False,True
40_vs_25 (age) [Disclosure: Domestic violen...],0.0185185185185184,-0.0370370370370369,-0.0555555555555553,False,False,False,False,False,True
25_vs_12 (age) [Disclosure: Ethnic violence...],-0.2407407407407407,-0.2314814814814815,0.00925925925925919,True,True,False,False,True,False
12_vs_40 (age) [Disclosure: Ethnic violence...],0.1203703703703703,0.3333333333333333,0.21296296296296302,False,True,True,False,False,False
40_vs_70 (age) [Disclosure: Ethnic violence...],-0.1574074074074074,-0.1481481481481481,0.0092592592592593,False,False,False,False,False,True
12_vs_70 (age) [Disclosure: Ethnic violence...],-0.037037037037037,0.1851851851851852,0.2222222222222222,False,False,False,False,False,True
70_vs_25 (age) [Disclosure: Ethnic violence...],0.2777777777777778,0.0462962962962962,-0.2314814814814816,True,False,False,True,False,False
40_vs_25 (age) [Disclosure: Ethnic violence...],0.1203703703703703,-0.1018518518518518,-0.2222222222222221,False,False,False,False,False,True
25_vs_12 (age) [Disclosure: Persecution for...],-0.3888888888888888,-0.2962962962962963,0.0925925925925925,True,True,False,False,True,False
12_vs_40 (age) [Disclosure: Persecution for...],0.4166666666666666,0.25,-0.16666666666666657,True,True,False,False,True,False
40_vs_70 (age) [Disclosure: Persecution for...],-0.1944444444444444,0.0277777777777776,0.222222222222222,False,False,False,False,False,True
12_vs_70 (age) [Disclosure: Persecution for...],0.2222222222222222,0.2777777777777777,0.05555555555555547,True,True,False,False,True,False
70_vs_25 (age) [Disclosure: Persecution for...],0.1666666666666666,0.0185185185185186,-0.148148148148148,False,False,False,False,False,True
40_vs_25 (age) [Disclosure: Persecution for...],-0.0277777777777777,0.0462962962962962,0.0740740740740739,False,False,False,False,False,True
25_vs_12 (age) [Contradiction: Dates of per...],-0.0648148148148148,-0.0462962962962962,0.0185185185185186,False,False,False,False,False,True
12_vs_40 (age) [Contradiction: Dates of per...],0.0833333333333333,0.0092592592592592,-0.0740740740740741,False,False,False,False,False,True
40_vs_70 (age) [Contradiction: Dates of per...],-0.0555555555555555,-0.0833333333333333,-0.027777777777777804,False,False,False,False,False,True
12_vs_70 (age) [Contradiction: Dates of per...],0.0277777777777777,-0.074074074074074,-0.1018518518518517,False,False,False,False,False,True
70_vs_25 (age) [Contradiction: Dates of per...],0.037037037037037,0.1203703703703703,0.08333333333333329,False,False,False,False,False,True
40_vs_25 (age) [Contradiction: Dates of per...],-0.0185185185185185,0.037037037037037,0.0555555555555555,False,False,False,False,False,True
25_vs_12 (age) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
12_vs_40 (age) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
40_vs_70 (age) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
12_vs_70 (age) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
70_vs_25 (age) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
40_vs_25 (age) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
25_vs_12 (age) [Contradiction: Location of ...],-0.1111111111111111,-0.1296296296296296,-0.01851851851851849,False,False,False,False,False,True
12_vs_40 (age) [Contradiction: Location of ...],0.0925925925925925,0.1481481481481481,0.05555555555555561,False,False,False,False,False,True
40_vs_70 (age) [Contradiction: Location of ...],-0.0092592592592592,-0.0648148148148148,-0.055555555555555594,False,False,False,False,False,True
12_vs_70 (age) [Contradiction: Location of ...],0.0833333333333333,0.0833333333333333,0.0,False,False,False,False,False,True
70_vs_25 (age) [Contradiction: Location of ...],0.0277777777777777,0.0462962962962962,0.018518518518518497,False,False,False,False,False,True
40_vs_25 (age) [Contradiction: Location of ...],0.0185185185185185,-0.0185185185185185,-0.037037037037037,False,False,False,False,False,True
25_vs_12 (age) [Contradiction: Family invol...],-0.1388888888888889,-0.1018518518518518,0.03703703703703709,False,False,False,False,False,True
