group_comparison,protected_attribute,topic,pre_brexit_model_statistical_parity,post_brexit_model_statistical_parity,equal_opportunity_models_gap,pre_brexit_group_size,post_brexit_group_size,pre_brexit_reference_size,post_brexit_reference_size,pre_brexit_sp_significance,post_brexit_sp_significance,pre_brexit_sp_p_value,post_brexit_sp_p_value,equal_opportunity_sample_size,group_name,reference_group_name,models_sp_difference,pre_brexit_significant,post_brexit_significant,both_models_significant,significance_change,sp_difference_magnitude
Pakistan_vs_Nigeria,country,Assimilation Potential,0.008333333333333304,0.033333333333333326,,360,360,360,360,False,False,0.6472972957060938,0.09673738775611462,,Pakistan,Nigeria,0.025000000000000022,False,False,False,False,Small
Ukraine_vs_Syria,country,Assimilation Potential,-0.04166666666666663,-0.036111111111111094,,360,360,360,360,True,True,0.02438228221351424,0.04839757701602476,,Ukraine,Syria,0.005555555555555536,True,True,True,False,Small
Pakistan_vs_Syria,country,Assimilation Potential,-0.036111111111111094,-0.016666666666666607,,360,360,360,360,True,False,0.03844535833085727,0.25738104237355985,,Pakistan,Syria,0.019444444444444486,True,False,False,True,Small
China_vs_Syria,country,Assimilation Potential,-0.002777777777777768,-0.05277777777777781,,360,360,360,360,False,True,0.8066246714594858,0.013491032873303777,,China,Syria,-0.050000000000000044,False,True,False,True,Medium
Myanmar_vs_China,country,Assimilation Potential,-0.04166666666666663,0.025000000000000022,,360,360,360,360,True,False,0.02769465772921098,0.21332468848716912,,Myanmar,China,0.06666666666666665,True,False,False,True,Medium
China_vs_Nigeria,country,Assimilation Potential,0.04166666666666663,-0.002777777777777879,,360,360,360,360,True,False,0.02769465772921098,0.8903114689402332,,China,Nigeria,-0.04444444444444451,True,False,False,True,Small
Nigeria_vs_Ukraine,country,Assimilation Potential,-0.002777777777777768,-0.01388888888888884,,360,360,360,360,False,False,0.8801993651698312,0.47767408205600237,,Nigeria,Ukraine,-0.011111111111111072,False,False,False,False,Small
Myanmar_vs_Syria,country,Assimilation Potential,-0.0444444444444444,-0.02777777777777779,,360,360,360,360,True,False,0.01956578101298634,0.09703241297858911,,Myanmar,Syria,0.016666666666666607,True,False,False,True,Small
Pakistan_vs_Myanmar,country,Assimilation Potential,0.008333333333333304,0.011111111111111183,,360,360,360,360,False,False,0.6472972957060938,0.5026782269138526,,Pakistan,Myanmar,0.002777777777777879,False,False,False,False,Small
Nigeria_vs_China,country,Assimilation Potential,-0.04166666666666663,0.002777777777777879,,360,360,360,360,True,False,0.02769465772921098,0.8903114689402332,,Nigeria,China,0.04444444444444451,True,False,False,True,Small
Nigeria_vs_Syria,country,Assimilation Potential,-0.0444444444444444,-0.04999999999999993,,360,360,360,360,True,True,0.01956578101298634,0.016525892401516806,,Nigeria,Syria,-0.005555555555555536,True,True,True,False,Small
Ukraine_vs_Pakistan,country,Assimilation Potential,-0.005555555555555536,-0.019444444444444486,,360,360,360,360,False,False,0.7567015953709739,0.27429234271392566,,Ukraine,Pakistan,-0.01388888888888895,False,False,False,False,Small
Syria_vs_Myanmar,country,Financial stability,0.04166666666666663,-0.11111111111111116,,72,72,72,72,False,True,0.5658126407362245,0.05366622631122908,,Syria,Myanmar,-0.1527777777777778,False,True,False,True,Large
Nigeria_vs_Myanmar,country,Financial stability,-0.1527777777777778,0.0,,72,72,72,72,False,False,0.08726518363620572,1.0,,Nigeria,Myanmar,0.1527777777777778,False,False,False,False,Large
Ukraine_vs_Nigeria,country,Financial stability,-0.01388888888888895,-0.01388888888888895,-0.024390243902439046,72,72,72,72,False,False,0.8662458775097843,0.7003086753233663,72.0,Ukraine,Nigeria,0.0,False,False,False,False,Small
Syria_vs_China,country,Financial stability,0.0,-0.08333333333333337,,72,72,72,72,False,False,1.0,0.14635784134452745,,Syria,China,-0.08333333333333337,False,False,False,False,Medium
Syria_vs_Ukraine,country,Financial stability,0.20833333333333337,-0.09722222222222221,,72,72,72,72,True,False,0.02801376104610598,0.09067222547009335,,Syria,Ukraine,-0.3055555555555556,True,False,False,True,Very Large
China_vs_Myanmar,country,Financial stability,0.04166666666666663,-0.02777777777777779,,72,72,72,72,False,False,0.5658126407362245,0.4769376272889594,,China,Myanmar,-0.06944444444444442,False,False,False,False,Medium
Myanmar_vs_Ukraine,country,Financial stability,0.16666666666666674,0.01388888888888895,,72,72,72,72,True,False,0.0676697532989805,0.7003086753233663,,Myanmar,Ukraine,-0.1527777777777778,True,False,False,True,Large
China_vs_Ukraine,country,Financial stability,0.20833333333333337,-0.01388888888888884,,72,72,72,72,True,False,0.02801376104610598,0.7320222146647439,,China,Ukraine,-0.2222222222222222,True,False,False,True,Very Large
Nigeria_vs_Pakistan,country,Financial stability,-0.19444444444444442,0.01388888888888895,,72,72,72,72,True,False,0.03622443345203363,0.7003086753233663,,Nigeria,Pakistan,0.20833333333333337,True,False,False,True,Very Large
Myanmar_vs_Pakistan,country,Financial stability,-0.04166666666666663,0.01388888888888895,,72,72,72,72,False,False,0.5658126407362245,0.7003086753233663,,Myanmar,Pakistan,0.05555555555555558,False,False,False,False,Medium
Ukraine_vs_China,country,Financial stability,-0.20833333333333337,0.01388888888888884,,72,72,72,72,True,False,0.02801376104610598,0.7320222146647439,,Ukraine,China,0.2222222222222222,True,False,False,True,Very Large
Ukraine_vs_Myanmar,country,Financial stability,-0.16666666666666674,-0.01388888888888895,,72,72,72,72,True,False,0.0676697532989805,0.7003086753233663,,Ukraine,Myanmar,0.1527777777777778,True,False,False,True,Large
Pakistan_vs_China,country,Financial stability,0.0,0.01388888888888884,,72,72,72,72,False,False,1.0,0.7320222146647439,,Pakistan,China,0.01388888888888884,False,False,False,False,Small
Myanmar_vs_Nigeria,country,Financial stability,0.1527777777777778,0.0,,72,72,72,72,False,False,0.08726518363620572,1.0,,Myanmar,Nigeria,-0.1527777777777778,False,False,False,False,Large
Pakistan_vs_Ukraine,country,Financial stability,0.20833333333333337,0.0,,72,72,72,72,True,False,0.02801376104610598,1.0,,Pakistan,Ukraine,-0.20833333333333337,True,False,False,True,Very Large
China_vs_Pakistan,country,Financial stability,0.0,-0.01388888888888884,,72,72,72,72,False,False,1.0,0.7320222146647439,,China,Pakistan,-0.01388888888888884,False,False,False,False,Small
Syria_vs_Pakistan,country,Financial stability,0.0,-0.09722222222222221,,72,72,72,72,False,False,1.0,0.09067222547009335,,Syria,Pakistan,-0.09722222222222221,False,False,False,False,Medium
Syria_vs_Nigeria,country,Financial stability,0.19444444444444442,-0.11111111111111116,,72,72,72,72,True,True,0.03622443345203363,0.05366622631122908,,Syria,Nigeria,-0.3055555555555556,True,True,True,False,Very Large
Pakistan_vs_Nigeria,country,Financial stability,0.19444444444444442,-0.01388888888888895,,72,72,72,72,True,False,0.03622443345203363,0.7003086753233663,,Pakistan,Nigeria,-0.20833333333333337,True,False,False,True,Very Large
Ukraine_vs_Syria,country,Financial stability,-0.20833333333333337,0.09722222222222221,,72,72,72,72,True,False,0.02801376104610598,0.09067222547009335,,Ukraine,Syria,0.3055555555555556,True,False,False,True,Very Large
Pakistan_vs_Syria,country,Financial stability,0.0,0.09722222222222221,,72,72,72,72,False,False,1.0,0.09067222547009335,,Pakistan,Syria,0.09722222222222221,False,False,False,False,Medium
China_vs_Syria,country,Financial stability,0.0,0.08333333333333337,,72,72,72,72,False,False,1.0,0.14635784134452745,,China,Syria,0.08333333333333337,False,False,False,False,Medium
Myanmar_vs_China,country,Financial stability,-0.04166666666666663,0.02777777777777779,,72,72,72,72,False,False,0.5658126407362245,0.4769376272889594,,Myanmar,China,0.06944444444444442,False,False,False,False,Medium
China_vs_Nigeria,country,Financial stability,0.19444444444444442,-0.02777777777777779,,72,72,72,72,True,False,0.03622443345203363,0.4769376272889594,,China,Nigeria,-0.2222222222222222,True,False,False,True,Very Large
Nigeria_vs_Ukraine,country,Financial stability,0.01388888888888895,0.01388888888888895,0.024390243902439046,72,72,72,72,False,False,0.8662458775097843,0.7003086753233663,72.0,Nigeria,Ukraine,0.0,False,False,False,False,Small
Myanmar_vs_Syria,country,Financial stability,-0.04166666666666663,0.11111111111111116,,72,72,72,72,False,True,0.5658126407362245,0.05366622631122908,,Myanmar,Syria,0.1527777777777778,False,True,False,True,Large
Pakistan_vs_Myanmar,country,Financial stability,0.04166666666666663,-0.01388888888888895,,72,72,72,72,False,False,0.5658126407362245,0.7003086753233663,,Pakistan,Myanmar,-0.05555555555555558,False,False,False,False,Medium
Nigeria_vs_China,country,Financial stability,-0.19444444444444442,0.02777777777777779,,72,72,72,72,True,False,0.03622443345203363,0.4769376272889594,,Nigeria,China,0.2222222222222222,True,False,False,True,Very Large
Nigeria_vs_Syria,country,Financial stability,-0.19444444444444442,0.11111111111111116,,72,72,72,72,True,True,0.03622443345203363,0.05366622631122908,,Nigeria,Syria,0.3055555555555556,True,True,True,False,Very Large
Ukraine_vs_Pakistan,country,Financial stability,-0.20833333333333337,0.0,,72,72,72,72,True,False,0.02801376104610598,1.0,,Ukraine,Pakistan,0.20833333333333337,True,False,False,True,Very Large
Syria_vs_Myanmar,country,Intentions regarding work in the UK,0.1284722222222222,-0.09027777777777768,,288,288,288,288,True,True,0.002210682658558838,0.02356833041944162,,Syria,Myanmar,-0.2187499999999999,True,True,True,False,Very Large
Nigeria_vs_Myanmar,country,Intentions regarding work in the UK,-0.17708333333333337,-0.20138888888888884,-0.0639080459770115,288,288,288,288,True,True,0.0012845537252426098,0.0002490507650576568,288.0,Nigeria,Myanmar,-0.02430555555555547,True,True,True,False,Small
Ukraine_vs_Nigeria,country,Intentions regarding work in the UK,0.08333333333333337,-0.06944444444444442,-0.0938697318007663,288,288,288,288,True,False,0.06867249295276134,0.12109871996854915,288.0,Ukraine,Nigeria,-0.1527777777777778,True,False,False,True,Large
Syria_vs_China,country,Intentions regarding work in the UK,0.11458333333333337,0.14930555555555558,,288,288,288,288,True,True,0.004105581461716357,0.00406306524960387,,Syria,China,0.03472222222222221,True,True,True,False,Small
Syria_vs_Ukraine,country,Intentions regarding work in the UK,0.2222222222222222,0.18055555555555558,,288,288,288,288,True,True,4.9289211445202596e-05,0.0012287634238830059,,Syria,Ukraine,-0.04166666666666663,True,True,True,False,Small
China_vs_Myanmar,country,Intentions regarding work in the UK,0.01388888888888884,-0.23958333333333326,-0.22497816593886466,288,288,288,288,False,True,0.6855605559222999,5.8974887193308234e-05,288.0,China,Myanmar,-0.2534722222222221,False,True,False,True,Very Large
Myanmar_vs_Ukraine,country,Intentions regarding work in the UK,0.09375,0.27083333333333326,0.1577777777777778,288,288,288,288,True,True,0.033756530528094686,1.8721949561317786e-05,288.0,Myanmar,Ukraine,0.17708333333333326,True,True,True,False,Large
China_vs_Ukraine,country,Intentions regarding work in the UK,0.10763888888888884,0.03125,-0.06720038816108687,288,288,288,288,True,False,0.017903568994874774,0.4549021078319946,288.0,China,Ukraine,-0.07638888888888884,True,False,False,True,Medium
Nigeria_vs_Pakistan,country,Intentions regarding work in the UK,-0.1840277777777778,0.05555555555555558,0.1112461390450149,288,288,288,288,True,False,0.0009398944678946641,0.1992122617003722,288.0,Nigeria,Pakistan,0.23958333333333337,True,False,False,True,Very Large
Myanmar_vs_Pakistan,country,Intentions regarding work in the UK,-0.00694444444444442,0.2569444444444444,0.1751541850220264,288,288,288,288,False,True,0.8396253509482792,3.108241642602039e-05,288.0,Myanmar,Pakistan,0.26388888888888884,False,True,False,True,Very Large
Ukraine_vs_China,country,Intentions regarding work in the UK,-0.10763888888888884,-0.03125,0.06720038816108687,288,288,288,288,True,False,0.017903568994874774,0.4549021078319946,288.0,Ukraine,China,0.07638888888888884,True,False,False,True,Medium
Ukraine_vs_Myanmar,country,Intentions regarding work in the UK,-0.09375,-0.27083333333333326,-0.1577777777777778,288,288,288,288,True,True,0.033756530528094686,1.8721949561317786e-05,288.0,Ukraine,Myanmar,-0.17708333333333326,True,True,True,False,Large
Pakistan_vs_China,country,Intentions regarding work in the UK,-0.00694444444444442,-0.01736111111111116,0.04982398091683826,288,288,288,288,False,False,0.8377248886460793,0.6718947676697051,288.0,Pakistan,China,-0.01041666666666674,False,False,False,False,Small
Myanmar_vs_Nigeria,country,Intentions regarding work in the UK,0.17708333333333337,0.20138888888888884,0.0639080459770115,288,288,288,288,True,True,0.0012845537252426098,0.0002490507650576568,288.0,Myanmar,Nigeria,0.02430555555555547,True,True,True,False,Small
Pakistan_vs_Ukraine,country,Intentions regarding work in the UK,0.10069444444444442,0.01388888888888884,-0.017376407244248604,288,288,288,288,True,False,0.0246369393100212,0.7356647572094843,288.0,Pakistan,Ukraine,-0.08680555555555558,True,False,False,True,Medium
China_vs_Pakistan,country,Intentions regarding work in the UK,0.00694444444444442,0.01736111111111116,-0.04982398091683826,288,288,288,288,False,False,0.8377248886460793,0.6718947676697051,288.0,China,Pakistan,0.01041666666666674,False,False,False,False,Small
Syria_vs_Pakistan,country,Intentions regarding work in the UK,0.12152777777777779,0.16666666666666674,,288,288,288,288,True,True,0.0030058690795491394,0.0020852482364128733,,Syria,Pakistan,0.04513888888888895,True,True,True,False,Small
Syria_vs_Nigeria,country,Intentions regarding work in the UK,0.3055555555555556,0.11111111111111116,,288,288,288,288,True,True,0.0,0.018067726181068,,Syria,Nigeria,-0.19444444444444442,True,True,True,False,Large
Pakistan_vs_Nigeria,country,Intentions regarding work in the UK,0.1840277777777778,-0.05555555555555558,-0.1112461390450149,288,288,288,288,True,False,0.0009398944678946641,0.1992122617003722,288.0,Pakistan,Nigeria,-0.23958333333333337,True,False,False,True,Very Large
Ukraine_vs_Syria,country,Intentions regarding work in the UK,-0.2222222222222222,-0.18055555555555558,,288,288,288,288,True,True,4.9289211445202596e-05,0.0012287634238830059,,Ukraine,Syria,0.04166666666666663,True,True,True,False,Small
Pakistan_vs_Syria,country,Intentions regarding work in the UK,-0.12152777777777779,-0.16666666666666674,,288,288,288,288,True,True,0.0030058690795491394,0.0020852482364128733,,Pakistan,Syria,-0.04513888888888895,True,True,True,False,Small
China_vs_Syria,country,Intentions regarding work in the UK,-0.11458333333333337,-0.14930555555555558,,288,288,288,288,True,True,0.004105581461716357,0.00406306524960387,,China,Syria,-0.03472222222222221,True,True,True,False,Small
Myanmar_vs_China,country,Intentions regarding work in the UK,-0.01388888888888884,0.23958333333333326,0.22497816593886466,288,288,288,288,False,True,0.6855605559222999,5.8974887193308234e-05,288.0,Myanmar,China,0.2534722222222221,False,True,False,True,Very Large
China_vs_Nigeria,country,Intentions regarding work in the UK,0.1909722222222222,-0.03819444444444442,-0.16107011996185316,288,288,288,288,True,False,0.0006859366698217517,0.3585888402043582,288.0,China,Nigeria,-0.22916666666666663,True,False,False,True,Very Large
Nigeria_vs_Ukraine,country,Intentions regarding work in the UK,-0.08333333333333337,0.06944444444444442,0.0938697318007663,288,288,288,288,True,False,0.06867249295276134,0.12109871996854915,288.0,Nigeria,Ukraine,0.1527777777777778,True,False,False,True,Large
Myanmar_vs_Syria,country,Intentions regarding work in the UK,-0.1284722222222222,0.09027777777777768,,288,288,288,288,True,True,0.002210682658558838,0.02356833041944162,,Myanmar,Syria,0.2187499999999999,True,True,True,False,Very Large
Pakistan_vs_Myanmar,country,Intentions regarding work in the UK,0.00694444444444442,-0.2569444444444444,-0.1751541850220264,288,288,288,288,False,True,0.8396253509482792,3.108241642602039e-05,288.0,Pakistan,Myanmar,-0.26388888888888884,False,True,False,True,Very Large
Nigeria_vs_China,country,Intentions regarding work in the UK,-0.1909722222222222,0.03819444444444442,0.16107011996185316,288,288,288,288,True,False,0.0006859366698217517,0.3585888402043582,288.0,Nigeria,China,0.22916666666666663,True,False,False,True,Very Large
Nigeria_vs_Syria,country,Intentions regarding work in the UK,-0.3055555555555556,-0.11111111111111116,,288,288,288,288,True,True,0.0,0.018067726181068,,Nigeria,Syria,0.19444444444444442,True,True,True,False,Large
Ukraine_vs_Pakistan,country,Intentions regarding work in the UK,-0.10069444444444442,-0.01388888888888884,0.017376407244248604,288,288,288,288,True,False,0.0246369393100212,0.7356647572094843,288.0,Ukraine,Pakistan,0.08680555555555558,True,False,False,True,Medium
Syria_vs_Myanmar,country,Intentions regarding education in the UK,0.10763888888888895,-0.01736111111111105,,288,288,288,288,True,False,0.006306847916196068,0.2901504069122931,,Syria,Myanmar,-0.125,True,False,False,True,Large
Nigeria_vs_Myanmar,country,Intentions regarding education in the UK,-0.2222222222222222,-0.04166666666666663,-0.020590181288871245,288,288,288,288,True,True,0.00021171831611610514,0.047777672932979076,288.0,Nigeria,Myanmar,0.18055555555555558,True,True,True,False,Large
Ukraine_vs_Nigeria,country,Intentions regarding education in the UK,0.17708333333333337,-0.00347222222222221,-0.017760942760942755,288,288,288,288,True,False,0.001543750440725855,0.8714204773558034,288.0,Ukraine,Nigeria,-0.18055555555555558,True,False,False,True,Large
Syria_vs_China,country,Intentions regarding education in the UK,0.125,0.03125,,288,288,288,288,True,False,0.0029026655874175855,0.15103015714449564,,Syria,China,-0.09375,True,False,False,True,Medium
Syria_vs_Ukraine,country,Intentions regarding education in the UK,0.1527777777777778,0.02777777777777779,,288,288,288,288,True,False,0.0008839715816113536,0.18949417727716567,,Syria,Ukraine,-0.125,True,False,False,True,Large
China_vs_Myanmar,country,Intentions regarding education in the UK,-0.01736111111111105,-0.04861111111111105,-0.027273081721771675,288,288,288,288,False,True,0.6152524135247157,0.029858079773927404,288.0,China,Myanmar,-0.03125,False,True,False,True,Small
Myanmar_vs_Ukraine,country,Intentions regarding education in the UK,0.04513888888888884,0.04513888888888884,0.038351124049814,288,288,288,288,False,True,0.2256715716708968,0.037669138789947265,288.0,Myanmar,Ukraine,0.0,False,True,False,True,Small
China_vs_Ukraine,country,Intentions regarding education in the UK,0.02777777777777779,-0.00347222222222221,0.011078042328042326,288,288,288,288,False,False,0.4445375883428817,0.8741810920864532,288.0,China,Ukraine,-0.03125,False,False,False,False,Small
Nigeria_vs_Pakistan,country,Intentions regarding education in the UK,-0.2465277777777778,0.02083333333333337,0.0296096558808423,288,288,288,288,True,False,6.967708317384691e-05,0.37337241525820364,288.0,Nigeria,Pakistan,0.26736111111111116,True,False,False,True,Very Large
Myanmar_vs_Pakistan,country,Intentions regarding education in the UK,-0.02430555555555558,0.0625,0.050199837169713546,288,288,288,288,False,True,0.4700952415007953,0.012384351806533855,288.0,Myanmar,Pakistan,0.08680555555555558,False,True,False,True,Medium
Ukraine_vs_China,country,Intentions regarding education in the UK,-0.02777777777777779,0.00347222222222221,-0.011078042328042326,288,288,288,288,False,False,0.4445375883428817,0.8741810920864532,288.0,Ukraine,China,0.03125,False,False,False,False,Small
Ukraine_vs_Myanmar,country,Intentions regarding education in the UK,-0.04513888888888884,-0.04513888888888884,-0.038351124049814,288,288,288,288,False,True,0.2256715716708968,0.037669138789947265,288.0,Ukraine,Myanmar,0.0,False,True,False,True,Small
Pakistan_vs_China,country,Intentions regarding education in the UK,0.04166666666666663,-0.01388888888888895,-0.02292675544794187,288,288,288,288,False,False,0.24060917361247158,0.5528418714746279,288.0,Pakistan,China,-0.05555555555555558,False,False,False,False,Medium
Myanmar_vs_Nigeria,country,Intentions regarding education in the UK,0.2222222222222222,0.04166666666666663,0.020590181288871245,288,288,288,288,True,True,0.00021171831611610514,0.047777672932979076,288.0,Myanmar,Nigeria,-0.18055555555555558,True,True,True,False,Large
Pakistan_vs_Ukraine,country,Intentions regarding education in the UK,0.06944444444444442,-0.01736111111111116,-0.011848713119899545,288,288,288,288,True,False,0.07570838712888239,0.45783427958414746,288.0,Pakistan,Ukraine,-0.08680555555555558,True,False,False,True,Medium
China_vs_Pakistan,country,Intentions regarding education in the UK,-0.04166666666666663,0.01388888888888895,0.02292675544794187,288,288,288,288,False,False,0.24060917361247158,0.5528418714746279,288.0,China,Pakistan,0.05555555555555558,False,False,False,False,Medium
Syria_vs_Pakistan,country,Intentions regarding education in the UK,0.08333333333333337,0.04513888888888895,,288,288,288,288,True,True,0.0196235982998878,0.06211467059928055,,Syria,Pakistan,-0.03819444444444442,True,True,True,False,Small
Syria_vs_Nigeria,country,Intentions regarding education in the UK,0.32986111111111116,0.02430555555555558,,288,288,288,288,True,False,0.0,0.23783312572892323,,Syria,Nigeria,-0.3055555555555556,True,False,False,True,Very Large
Pakistan_vs_Nigeria,country,Intentions regarding education in the UK,0.2465277777777778,-0.02083333333333337,-0.0296096558808423,288,288,288,288,True,False,6.967708317384691e-05,0.37337241525820364,288.0,Pakistan,Nigeria,-0.26736111111111116,True,False,False,True,Very Large
Ukraine_vs_Syria,country,Intentions regarding education in the UK,-0.1527777777777778,-0.02777777777777779,,288,288,288,288,True,False,0.0008839715816113536,0.18949417727716567,,Ukraine,Syria,0.125,True,False,False,True,Large
Pakistan_vs_Syria,country,Intentions regarding education in the UK,-0.08333333333333337,-0.04513888888888895,,288,288,288,288,True,True,0.0196235982998878,0.06211467059928055,,Pakistan,Syria,0.03819444444444442,True,True,True,False,Small
China_vs_Syria,country,Intentions regarding education in the UK,-0.125,-0.03125,,288,288,288,288,True,False,0.0029026655874175855,0.15103015714449564,,China,Syria,0.09375,True,False,False,True,Medium
Myanmar_vs_China,country,Intentions regarding education in the UK,0.01736111111111105,0.04861111111111105,0.027273081721771675,288,288,288,288,False,True,0.6152524135247157,0.029858079773927404,288.0,Myanmar,China,0.03125,False,True,False,True,Small
China_vs_Nigeria,country,Intentions regarding education in the UK,0.20486111111111116,-0.00694444444444442,-0.006682900432900429,288,288,288,288,True,False,0.00045965628082345056,0.7497002606597092,288.0,China,Nigeria,-0.21180555555555558,True,False,False,True,Very Large
Nigeria_vs_Ukraine,country,Intentions regarding education in the UK,-0.17708333333333337,0.00347222222222221,0.017760942760942755,288,288,288,288,True,False,0.001543750440725855,0.8714204773558034,288.0,Nigeria,Ukraine,0.18055555555555558,True,False,False,True,Large
Myanmar_vs_Syria,country,Intentions regarding education in the UK,-0.10763888888888895,0.01736111111111105,,288,288,288,288,True,False,0.006306847916196068,0.2901504069122931,,Myanmar,Syria,0.125,True,False,False,True,Large
Pakistan_vs_Myanmar,country,Intentions regarding education in the UK,0.02430555555555558,-0.0625,-0.050199837169713546,288,288,288,288,False,True,0.4700952415007953,0.012384351806533855,288.0,Pakistan,Myanmar,-0.08680555555555558,False,True,False,True,Medium
Nigeria_vs_China,country,Intentions regarding education in the UK,-0.20486111111111116,0.00694444444444442,0.006682900432900429,288,288,288,288,True,False,0.00045965628082345056,0.7497002606597092,288.0,Nigeria,China,0.21180555555555558,True,False,False,True,Very Large
Nigeria_vs_Syria,country,Intentions regarding education in the UK,-0.32986111111111116,-0.02430555555555558,,288,288,288,288,True,False,0.0,0.23783312572892323,,Nigeria,Syria,0.3055555555555556,True,False,False,True,Very Large
Ukraine_vs_Pakistan,country,Intentions regarding education in the UK,-0.06944444444444442,0.01736111111111116,0.011848713119899545,288,288,288,288,True,False,0.07570838712888239,0.45783427958414746,288.0,Ukraine,Pakistan,0.08680555555555558,True,False,False,True,Medium
Syria_vs_Myanmar,country,PSG (particular social group),0.0,0.0015432098765432167,,648,648,648,648,False,False,1.0,0.7629947481992663,,Syria,Myanmar,0.0015432098765432167,False,False,False,False,Small
Nigeria_vs_Myanmar,country,PSG (particular social group),-0.029320987654321007,0.006172839506172867,,648,648,648,648,True,False,0.03019812256730736,0.1883389660908492,,Nigeria,Myanmar,0.035493827160493874,True,False,False,True,Small
Ukraine_vs_Nigeria,country,PSG (particular social group),0.021604938271604923,0.0030864197530864335,,648,648,648,648,False,False,0.09915631733504315,0.18923729238767972,,Ukraine,Nigeria,-0.01851851851851849,False,False,False,False,Small
Syria_vs_China,country,PSG (particular social group),0.010802469135802406,0.00462962962962965,,648,648,648,648,False,False,0.30054880454467003,0.4168418787911241,,Syria,China,-0.006172839506172756,False,False,False,False,Small
Syria_vs_Ukraine,country,PSG (particular social group),0.007716049382716084,-0.007716049382716084,,648,648,648,648,False,True,0.4397904164029658,0.0544958746750015,,Syria,Ukraine,-0.015432098765432167,False,True,False,True,Small
China_vs_Myanmar,country,PSG (particular social group),-0.010802469135802406,-0.0030864197530864335,,648,648,648,648,False,False,0.30054880454467003,0.5956739827343478,,China,Myanmar,0.007716049382715973,False,False,False,False,Small
Myanmar_vs_Ukraine,country,PSG (particular social group),0.007716049382716084,-0.0092592592592593,,648,648,648,648,False,True,0.4397904164029658,0.03899037823667406,,Myanmar,Ukraine,-0.016975308641975384,False,True,False,True,Small
China_vs_Ukraine,country,PSG (particular social group),-0.0030864197530863224,-0.012345679012345734,,648,648,648,648,False,True,0.7695003822981934,0.021383953628608676,,China,Ukraine,-0.009259259259259411,False,True,False,True,Small
Nigeria_vs_Pakistan,country,PSG (particular social group),-0.0185185185185186,0.0092592592592593,,648,648,648,648,False,False,0.15279943919064198,0.09134520095375542,,Nigeria,Pakistan,0.0277777777777779,False,False,False,False,Small
Myanmar_vs_Pakistan,country,PSG (particular social group),0.010802469135802406,0.0030864197530864335,,648,648,648,648,False,False,0.30054880454467003,0.5956739827343478,,Myanmar,Pakistan,-0.007716049382715973,False,False,False,False,Small
Ukraine_vs_China,country,PSG (particular social group),0.0030864197530863224,0.012345679012345734,,648,648,648,648,False,True,0.7695003822981934,0.021383953628608676,,Ukraine,China,0.009259259259259411,False,True,False,True,Small
Ukraine_vs_Myanmar,country,PSG (particular social group),-0.007716049382716084,0.0092592592592593,,648,648,648,648,False,True,0.4397904164029658,0.03899037823667406,,Ukraine,Myanmar,0.016975308641975384,False,True,False,True,Small
Pakistan_vs_China,country,PSG (particular social group),0.0,0.0,,648,648,648,648,False,False,1.0,1.0,,Pakistan,China,0.0,False,False,False,False,Small
Myanmar_vs_Nigeria,country,PSG (particular social group),0.029320987654321007,-0.006172839506172867,,648,648,648,648,True,False,0.03019812256730736,0.1883389660908492,,Myanmar,Nigeria,-0.035493827160493874,True,False,False,True,Small
Pakistan_vs_Ukraine,country,PSG (particular social group),-0.0030864197530863224,-0.012345679012345734,,648,648,648,648,False,True,0.7695003822981934,0.021383953628608676,,Pakistan,Ukraine,-0.009259259259259411,False,True,False,True,Small
China_vs_Pakistan,country,PSG (particular social group),0.0,0.0,,648,648,648,648,False,False,1.0,1.0,,China,Pakistan,0.0,False,False,False,False,Small
Syria_vs_Pakistan,country,PSG (particular social group),0.010802469135802406,0.00462962962962965,,648,648,648,648,False,False,0.30054880454467003,0.4168418787911241,,Syria,Pakistan,-0.006172839506172756,False,False,False,False,Small
Syria_vs_Nigeria,country,PSG (particular social group),0.029320987654321007,-0.00462962962962965,,648,648,648,648,True,False,0.03019812256730736,0.2802291739177445,,Syria,Nigeria,-0.03395061728395066,True,False,False,True,Small
Pakistan_vs_Nigeria,country,PSG (particular social group),0.0185185185185186,-0.0092592592592593,,648,648,648,648,False,False,0.15279943919064198,0.09134520095375542,,Pakistan,Nigeria,-0.0277777777777779,False,False,False,False,Small
Ukraine_vs_Syria,country,PSG (particular social group),-0.007716049382716084,0.007716049382716084,,648,648,648,648,False,True,0.4397904164029658,0.0544958746750015,,Ukraine,Syria,0.015432098765432167,False,True,False,True,Small
Pakistan_vs_Syria,country,PSG (particular social group),-0.010802469135802406,-0.00462962962962965,,648,648,648,648,False,False,0.30054880454467003,0.4168418787911241,,Pakistan,Syria,0.006172839506172756,False,False,False,False,Small
China_vs_Syria,country,PSG (particular social group),-0.010802469135802406,-0.00462962962962965,,648,648,648,648,False,False,0.30054880454467003,0.4168418787911241,,China,Syria,0.006172839506172756,False,False,False,False,Small
Myanmar_vs_China,country,PSG (particular social group),0.010802469135802406,0.0030864197530864335,,648,648,648,648,False,False,0.30054880454467003,0.5956739827343478,,Myanmar,China,-0.007716049382715973,False,False,False,False,Small
China_vs_Nigeria,country,PSG (particular social group),0.0185185185185186,-0.0092592592592593,,648,648,648,648,False,False,0.15279943919064198,0.09134520095375542,,China,Nigeria,-0.0277777777777779,False,False,False,False,Small
